TransactionID,CustomerID,Date,Amount,PaymentType,CreditScore,Defaulted
3d6b0919-4fdc-08b2-9dc2-5adb1070f0a8,fd50c123-95fd-2c09-fd4f-22f078c8b3f5,2022-01-01,287.64,Credit Card,651,0
a3c7c018-77dc-25c7-bbc1-1fddaa779c58,5e3005fe-704d-f463-b00c-361db86af57b,2022-01-01,101.1,PayPal,757,0
bba80b74-36e1-c97e-4b4c-0e2f93689e3f,91e49885-24a4-08b6-0d08-ac9a31c00181,2022-01-01,272.95,Credit Card,727,0
8ac0c857-035a-383f-175b-43c2111ff9b1,132eb790-dc8b-8955-1ebd-d07c2c5d492c,2022-01-01,445.05,Wire Transfer,673,0
16dd3ccd-eb5e-ee3a-c628-a0fce4faf6af,383aab90-d172-8027-5294-9e9199178aee,2022-01-01,137.32,PayPal,548,0
98a41439-7f5d-0e3a-42ac-f69dedbf705c,de4b7350-fc49-7537-0324-04c3a5611fb1,2022-01-01,576.97,PayPal,596,0
eb308c0f-5ff0-0906-6621-04df17a25843,704d2633-0877-0ada-17c1-09c95c06e03d,2022-01-01,299.75,Credit Card,608,0
eb7b4a7b-4fe7-bd8d-f335-ee46e1279db2,189bcba6-066f-3bdc-4e8f-272e178d0552,2022-01-01,143.57,Credit Card,559,0
6103fdf3-7d0e-6b3c-d7ca-60fe2d8a52b8,0627230f-43c6-04d4-3b74-52e48fd2e5b7,2022-01-01,359.97,Wire Transfer,651,0
4431a3f1-ba94-f6f8-de5b-feea54824329,70a0cc21-8b13-754b-58b8-ef57a411e3a9,2022-01-01,448.35,PayPal,832,0
695a4655-689e-8624-e7f8-c45d74453182,eb8313fc-01b5-d18d-d7ed-452df97a6a05,2022-01-01,166.95,Credit Card,660,0
002b31f7-a0bf-c4f7-b747-01333a99991d,3eb5463c-1942-9a82-37aa-05b4a4ed3809,2022-01-01,1475.98,Wire Transfer,543,0
1bdd7346-d42a-f968-fd60-5ad174de11d1,b90ba947-06c1-915c-16d6-e331d9ca3964,2022-01-01,326.83,PayPal,591,0
2b3f06b9-ebce-c308-dd67-c073ad7ba8a8,f3e6c62c-4983-9358-0763-9e451c0546ec,2022-01-01,384.29,Debit Card,814,0
f11d1e95-7cc1-c172-e69c-e8432d350329,bbc99c6e-1552-a677-ca8f-61a2e541e6c8,2022-01-01,104.56,Debit Card,582,0
249f82f8-dfae-f265-f9a2-fcbd56237241,5e875953-b164-51c5-11ad-a71f35ae5c8a,2022-01-01,125.14,Credit Card,609,0
d83dc113-0449-dafc-72c6-14be5e71fc3b,c9ee4eea-8bb8-c4eb-6334-3b997749602a,2022-01-01,158.82,Debit Card,657,0
5ac29260-9990-84fc-6b66-ddf79653d745,20a7b807-e7ec-b8c5-e2b4-0c0b39bbf134,2022-01-01,100.46,Debit Card,476,0
f3fd818c-ca4a-4f8c-e29a-e0700d566aa3,fa3016cd-099f-d4f8-3ecd-d712f0344c3f,2022-01-01,891.83,Wire Transfer,673,0
c7e891a9-886d-b180-8fd7-fc78f5edd1a5,07917d89-f82b-f2c2-3ec6-484f1fa138ec,2022-01-01,217.31,Debit Card,653,0
5fdf4289-9f2f-a22f-ab86-a44ccddf850b,902fd59c-965a-53b4-f721-50df46ef3026,2022-01-01,288.33,Debit Card,633,0
6447e8f9-3328-1012-7740-d1cd24f088f4,7b4dae70-cd42-80ef-5738-b6c5eb590601,2022-01-02,655.54,Wire Transfer,736,0
1a2808d4-cd64-3516-8dc6-dc372bbcbb01,a060bcab-a7c8-95ea-c23c-acda21f21c7b,2022-01-02,607.67,Wire Transfer,644,0
c9813c93-0b54-f8f1-b4e9-e85e377f47ab,b293d754-7860-7e35-fc02-501f24d8b732,2022-01-02,972.76,Credit Card,637,0
f78da26a-e49f-aafb-2ec9-39c6547712aa,2c625841-a848-e7a7-7ae9-4be42c6f6846,2022-01-02,110.31,Debit Card,518,0
78ba6cc5-7f88-c4ce-dac3-bae25c968eef,457f0c3f-7928-95c9-f050-bb57f0b9948c,2022-01-02,248.4,Debit Card,624,0
f9b1d609-24e1-0043-0090-ea5195b689f1,91a9f312-e0c0-2ecb-afba-5ba640b7b615,2022-01-02,318.83,Wire Transfer,708,0
83d3c0dc-735f-3bd2-7624-7e0f07e2c960,2733463c-bd18-004c-d1ca-f1ca635ae8f2,2022-01-02,66.12,Credit Card,642,0
206c48bb-1b63-5836-50f9-970ad9a5f80e,36471859-efe0-0e19-36a4-80c0e5f1a246,2022-01-02,162.66,Debit Card,668,0
0b6034e5-9587-108e-94c1-e0204e681990,ddba177d-320d-6f57-2872-d98689f7b029,2022-01-02,187.44,PayPal,691,0
c4365534-a550-2044-73c1-b8f7d798d307,2c7b4ac0-7b17-ecc3-c334-7dd6beb3d018,2022-01-02,279.8,PayPal,731,0
82bcd619-00ed-5e3a-07c1-c790b9e2c64a,3a90919f-9c1f-2717-5d32-44ae17fba3e5,2022-01-03,276.95,Debit Card,576,0
880e93e2-3414-6575-4274-f4ab7243a5d6,ea0e3cb2-37fa-334e-9a3a-0ac425e53740,2022-01-03,559.76,Wire Transfer,660,0
7ded9ebc-27c8-3ef6-5525-5988237ee1d7,5bac5938-0ed3-4841-a458-9a79145088b9,2022-01-03,71.13,PayPal,659,0
986c31e9-edad-dbbe-2248-c2820c85749e,776df9ea-e13e-40b6-3b01-fa51110f4390,2022-01-03,162.92,Credit Card,799,0
e89e7bee-c284-1ddb-851a-81c944cce294,460c1852-1fe9-941b-7e3b-599d95c07fea,2022-01-03,173.38,Credit Card,756,0
7b45856a-51ab-a79a-ff4c-581aff9c0c9a,68f0989d-469a-d551-ce1d-13f050fe404b,2022-01-03,153.5,Debit Card,669,0
4d736919-bbba-1eb4-b647-e2d0e8c133ae,08a20887-6a41-098c-f3a8-4db1c8fde3d1,2022-01-03,231.74,PayPal,561,1
f83ca4e8-e64d-092e-f3e1-ae6efef6cef3,2a52251b-f122-9111-5ef3-3a0e96e31cb1,2022-01-03,460.5,Credit Card,566,0
7f368602-c641-a745-b1d7-875ee3e40dfb,7c3f062b-e33e-7970-f8bc-eb3c881ab41c,2022-01-03,174.52,Debit Card,731,0
374f45d4-2ca8-38a7-a44f-480ddb69d88c,8f86c943-487a-445e-3ecd-9354c0afe50c,2022-01-03,223.3,Debit Card,657,0
efba58d3-d34f-1119-e542-548fadf64eb5,6b807045-18cc-b6d3-a45a-e26746e8b5a3,2022-01-03,106.72,Credit Card,696,0
adb8eb46-9f74-266c-dc13-8a2e179c569d,8cc10b12-b99d-a59e-5515-a86329201f4d,2022-01-03,225.15,Wire Transfer,487,0
4e73d4bf-3335-e701-d8fa-1bbaa15f6661,89f257c5-54a1-1fec-a2c6-c3eb1e667716,2022-01-03,189.9,PayPal,602,0
7a5dc420-0ca5-729c-ebb9-5d1e4b810bde,7191829e-2976-9b42-f52d-d4499b0b2d6b,2022-01-03,302.32,Credit Card,756,0
